Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso) y tipo de vivienda",Total,"Bloque, ladrillo, piedra, madera pulida",Concreto vaciado,Material prefabricado,Guadua,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablón","Caña, esterilla, otros vegetales","Materiales de desecho (Zinc, tela, cartón, latas, plásticos, otros)",Sin paredes
05_Antioquia,154_Caucasia,Otro tipo de vivienda (1),48.0,16.0,0.0,0.0,0.0,1.0,5.0,3.0,21.0,2.0
05_Antioquia,172_Chigorodó,Total,16418.0,12890.0,1116.0,61.0,3.0,51.0,2220.0,11.0,66.0,0.0
05_Antioquia,172_Chigorodó,Casa,11114.0,8728.0,752.0,49.0,3.0,35.0,1500.0,5.0,42.0,0.0
05_Antioquia,172_Chigorodó,Apartamento,4038.0,3572.0,237.0,8.0,0.0,13.0,205.0,0.0,3.0,0.0
05_Antioquia,172_Chigorodó,Tipo cuarto,927.0,582.0,127.0,4.0,0.0,2.0,197.0,2.0,13.0,0.0
05_Antioquia,172_Chigorodó,Vivienda tradicional indígena,304.0,4.0,0.0,0.0,0.0,1.0,295.0,3.0,1.0,0.0
05_Antioquia,172_Chigorodó,Vivienda tradicional étnica,27.0,4.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0
05_Antioquia,172_Chigorodó,Otro tipo de vivienda (1),8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
05_Antioquia,190_Cisneros,Total,3093.0,2224.0,114.0,57.0,10.0,603.0,79.0,4.0,2.0,0.0
05_Antioquia,190_Cisneros,Casa,2686.0,1939.0,86.0,53.0,10.0,521.0,72.0,4.0,1.0,0.0
05_Antioquia,190_Cisneros,Apartamento,348.0,233.0,26.0,4.0,0.0,80.0,5.0,0.0,0.0,0.0
05_Antioquia,190_Cisneros,Tipo cuarto,59.0,52.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
05_Antioquia,197_Cocorná,Total,5072.0,3254.0,992.0,30.0,5.0,614.0,163.0,6.0,8.0,0.0
05_Antioquia,197_Cocorná,Casa,3785.0,2457.0,539.0,24.0,5.0,596.0,151.0,6.0,7.0,0.0
05_Antioquia,197_Cocorná,Apartamento,1147.0,717.0,418.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0
05_Antioquia,197_Cocorná,Tipo cuarto,131.0,79.0,28.0,2.0,0.0,14.0,7.0,0.0,1.0,0.0
05_Antioquia,197_Cocorná,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,197_Cocorná,Vivienda tradicional étnica,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,197_Cocorná,Otro tipo de vivienda (1),7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,206_Concepción,Total,1379.0,782.0,6.0,14.0,0.0,558.0,18.0,0.0,1.0,0.0
05_Antioquia,206_Concepción,Casa,1137.0,603.0,4.0,14.0,0.0,498.0,18.0,0.0,0.0,0.0
05_Antioquia,206_Concepción,Apartamento,228.0,169.0,2.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
05_Antioquia,206_Concepción,Tipo cuarto,13.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,206_Concepción,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,209_Concordia,Total,5263.0,4110.0,168.0,30.0,15.0,862.0,68.0,3.0,7.0,0.0
05_Antioquia,209_Concordia,Casa,3865.0,2922.0,146.0,24.0,13.0,710.0,43.0,3.0,4.0,0.0
05_Antioquia,209_Concordia,Apartamento,1224.0,1063.0,19.0,5.0,0.0,120.0,15.0,0.0,2.0,0.0
05_Antioquia,209_Concordia,Tipo cuarto,172.0,124.0,3.0,1.0,2.0,32.0,10.0,0.0,0.0,0.0
05_Antioquia,209_Concordia,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,212_Copacabana,Total,24526.0,19559.0,765.0,293.0,3.0,3787.0,102.0,1.0,14.0,2.0
05_Antioquia,212_Copacabana,Casa,11395.0,8938.0,259.0,223.0,3.0,1906.0,63.0,1.0,2.0,0.0
05_Antioquia,212_Copacabana,Apartamento,12624.0,10269.0,496.0,63.0,0.0,1783.0,12.0,0.0,1.0,0.0
05_Antioquia,212_Copacabana,Tipo cuarto,479.0,349.0,10.0,7.0,0.0,98.0,13.0,0.0,2.0,0.0
05_Antioquia,212_Copacabana,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,212_Copacabana,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
05_Antioquia,212_Copacabana,Otro tipo de vivienda (1),25.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0,1.0
05_Antioquia,234_Dabeiba,Total,6450.0,3598.0,86.0,108.0,8.0,354.0,1637.0,55.0,189.0,415.0
05_Antioquia,234_Dabeiba,Casa,4839.0,2905.0,25.0,101.0,5.0,339.0,1280.0,15.0,164.0,5.0
05_Antioquia,234_Dabeiba,Apartamento,721.0,615.0,60.0,6.0,2.0,4.0,31.0,1.0,2.0,0.0
05_Antioquia,234_Dabeiba,Tipo cuarto,144.0,74.0,1.0,0.0,0.0,5.0,53.0,4.0,7.0,0.0
05_Antioquia,234_Dabeiba,Vivienda tradicional indígena,569.0,1.0,0.0,0.0,0.0,4.0,245.0,35.0,13.0,271.0
05_Antioquia,234_Dabeiba,Vivienda tradicional étnica,34.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,17.0
05_Antioquia,234_Dabeiba,Otro tipo de vivienda (1),143.0,1.0,0.0,1.0,0.0,2.0,15.0,0.0,2.0,122.0
05_Antioquia,237_Donmatías,Total,4690.0,4229.0,250.0,26.0,0.0,179.0,5.0,0.0,1.0,0.0
05_Antioquia,237_Donmatías,Casa,2989.0,2575.0,212.0,23.0,0.0,174.0,5.0,0.0,0.0,0.0
05_Antioquia,237_Donmatías,Apartamento,1638.0,1597.0,36.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,237_Donmatías,Tipo cuarto,60.0,56.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,237_Donmatías,Otro tipo de vivienda (1),3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
05_Antioquia,240_Ebéjico,Total,3805.0,2495.0,22.0,20.0,5.0,1209.0,23.0,14.0,17.0,0.0
05_Antioquia,240_Ebéjico,Casa,3449.0,2261.0,17.0,20.0,4.0,1108.0,22.0,11.0,6.0,0.0
05_Antioquia,240_Ebéjico,Apartamento,250.0,185.0,4.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
05_Antioquia,240_Ebéjico,Tipo cuarto,92.0,48.0,0.0,0.0,0.0,38.0,0.0,3.0,3.0,0.0
05_Antioquia,240_Ebéjico,Otro tipo de vivienda (1),14.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,8.0,0.0
05_Antioquia,250_El Bagre,Total,12770.0,8764.0,152.0,27.0,3.0,15.0,2970.0,79.0,759.0,1.0
05_Antioquia,250_El Bagre,Casa,10279.0,7154.0,118.0,18.0,3.0,11.0,2495.0,18.0,462.0,0.0
05_Antioquia,250_El Bagre,Apartamento,1622.0,1376.0,28.0,8.0,0.0,1.0,145.0,1.0,63.0,0.0
05_Antioquia,250_El Bagre,Tipo cuarto,797.0,231.0,6.0,1.0,0.0,2.0,323.0,17.0,217.0,0.0
05_Antioquia,250_El Bagre,Vivienda tradicional indígena,40.0,1.0,0.0,0.0,0.0,0.0,3.0,35.0,1.0,0.0
05_Antioquia,250_El Bagre,Vivienda tradicional étnica,8.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
05_Antioquia,250_El Bagre,Otro tipo de vivienda (1),24.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,16.0,1.0
05_Antioquia,264_Entrerríos,Total,2755.0,2502.0,26.0,47.0,0.0,171.0,9.0,0.0,0.0,0.0
05_Antioquia,264_Entrerríos,Casa,1999.0,1787.0,15.0,34.0,0.0,157.0,6.0,0.0,0.0,0.0
05_Antioquia,264_Entrerríos,Apartamento,722.0,689.0,9.0,13.0,0.0,9.0,2.0,0.0,0.0,0.0
05_Antioquia,264_Entrerríos,Tipo cuarto,33.0,26.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
05_Antioquia,264_Entrerríos,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,266_Envigado,Total,73116.0,65557.0,7035.0,238.0,3.0,234.0,47.0,0.0,1.0,1.0
05_Antioquia,266_Envigado,Casa,22798.0,21393.0,1004.0,154.0,2.0,203.0,42.0,0.0,0.0,0.0
05_Antioquia,266_Envigado,Apartamento,49360.0,43306.0,5949.0,76.0,1.0,26.0,2.0,0.0,0.0,0.0
05_Antioquia,266_Envigado,Tipo cuarto,937.0,841.0,80.0,8.0,0.0,5.0,3.0,0.0,0.0,0.0
05_Antioquia,266_Envigado,Vivienda tradicional indígena,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,266_Envigado,Otro tipo de vivienda (1),17.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
05_Antioquia,282_Fredonia,Total,6578.0,4764.0,84.0,71.0,20.0,1513.0,88.0,24.0,12.0,2.0
05_Antioquia,282_Fredonia,Casa,5666.0,4122.0,66.0,67.0,18.0,1293.0,69.0,21.0,10.0,0.0
05_Antioquia,282_Fredonia,Apartamento,604.0,446.0,15.0,1.0,0.0,142.0,0.0,0.0,0.0,0.0
05_Antioquia,282_Fredonia,Tipo cuarto,300.0,192.0,3.0,3.0,2.0,78.0,19.0,3.0,0.0,0.0
05_Antioquia,282_Fredonia,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,282_Fredonia,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,282_Fredonia,Otro tipo de vivienda (1),6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
05_Antioquia,284_Frontino,Total,5897.0,4210.0,51.0,63.0,15.0,263.0,713.0,86.0,26.0,470.0
05_Antioquia,284_Frontino,Casa,4825.0,3781.0,31.0,61.0,11.0,251.0,628.0,40.0,17.0,5.0
05_Antioquia,284_Frontino,Apartamento,425.0,399.0,19.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0
05_Antioquia,284_Frontino,Tipo cuarto,38.0,24.0,1.0,0.0,0.0,4.0,6.0,1.0,2.0,0.0
05_Antioquia,284_Frontino,Vivienda tradicional indígena,601.0,6.0,0.0,0.0,4.0,4.0,76.0,43.0,4.0,464.0
05_Antioquia,284_Frontino,Vivienda tradicional étnica,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
05_Antioquia,284_Frontino,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
05_Antioquia,306_Giraldo,Total,1551.0,1358.0,18.0,8.0,0.0,159.0,6.0,1.0,1.0,0.0
05_Antioquia,306_Giraldo,Casa,1317.0,1139.0,9.0,8.0,0.0,155.0,5.0,0.0,1.0,0.0
05_Antioquia,306_Giraldo,Apartamento,178.0,170.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,306_Giraldo,Tipo cuarto,54.0,49.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
05_Antioquia,306_Giraldo,Otro tipo de vivienda (1),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,308_Girardota,Total,15096.0,13833.0,279.0,218.0,4.0,701.0,46.0,8.0,7.0,0.0
05_Antioquia,308_Girardota,Casa,7875.0,6898.0,66.0,196.0,3.0,664.0,38.0,6.0,4.0,0.0
05_Antioquia,308_Girardota,Apartamento,6919.0,6661.0,209.0,19.0,0.0,24.0,5.0,1.0,0.0,0.0
05_Antioquia,308_Girardota,Tipo cuarto,285.0,261.0,4.0,3.0,0.0,13.0,3.0,1.0,0.0,0.0
05_Antioquia,308_Girardota,Vivienda tradicional indígena,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,308_Girardota,Vivienda tradicional étnica,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,308_Girardota,Otro tipo de vivienda (1),13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05_Antioquia,310_Gómez Plata,Total,2968.0,1917.0,25.0,38.0,3.0,924.0,42.0,1.0,18.0,0.0
05_Antioquia,310_Gómez Plata,Casa,2555.0,1594.0,18.0,36.0,3.0,850.0,39.0,1.0,14.0,0.0
05_Antioquia,310_Gómez Plata,Apartamento,382.0,311.0,6.0,1.0,0.0,62.0,1.0,0.0,1.0,0.0
05_Antioquia,310_Gómez Plata,Tipo cuarto,30.0,12.0,1.0,1.0,0.0,12.0,2.0,0.0,2.0,0.0
05_Antioquia,310_Gómez Plata,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,313_Granada,Total,3221.0,2869.0,93.0,6.0,1.0,169.0,63.0,2.0,1.0,17.0
05_Antioquia,313_Granada,Casa,2414.0,2111.0,81.0,4.0,0.0,168.0,48.0,1.0,1.0,0.0
05_Antioquia,313_Granada,Apartamento,764.0,750.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,313_Granada,Tipo cuarto,10.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,313_Granada,Vivienda tradicional indígena,30.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,17.0
05_Antioquia,313_Granada,Otro tipo de vivienda (1),3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
05_Antioquia,315_Guadalupe,Total,1744.0,921.0,12.0,9.0,2.0,777.0,16.0,1.0,6.0,0.0
05_Antioquia,315_Guadalupe,Casa,1467.0,758.0,5.0,9.0,1.0,677.0,14.0,0.0,3.0,0.0
05_Antioquia,315_Guadalupe,Apartamento,227.0,145.0,5.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0
05_Antioquia,315_Guadalupe,Tipo cuarto,46.0,17.0,2.0,0.0,1.0,23.0,2.0,0.0,1.0,0.0
05_Antioquia,315_Guadalupe,Otro tipo de vivienda (1),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
05_Antioquia,318_Guarne,Total,13067.0,11105.0,307.0,345.0,3.0,1042.0,236.0,9.0,20.0,0.0
05_Antioquia,318_Guarne,Casa,9023.0,7351.0,170.0,321.0,3.0,980.0,183.0,7.0,8.0,0.0
05_Antioquia,318_Guarne,Apartamento,3724.0,3507.0,129.0,21.0,0.0,44.0,22.0,1.0,0.0,0.0
05_Antioquia,318_Guarne,Tipo cuarto,307.0,246.0,8.0,3.0,0.0,17.0,28.0,0.0,5.0,0.0
05_Antioquia,318_Guarne,Otro tipo de vivienda (1),13.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0
05_Antioquia,321_Guatapé,Total,2435.0,1939.0,384.0,32.0,1.0,69.0,8.0,0.0,2.0,0.0
05_Antioquia,321_Guatapé,Casa,1953.0,1552.0,297.0,29.0,1.0,67.0,6.0,0.0,1.0,0.0
05_Antioquia,321_Guatapé,Apartamento,448.0,365.0,77.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
05_Antioquia,321_Guatapé,Tipo cuarto,32.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,321_Guatapé,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,347_Heliconia,Total,1661.0,808.0,8.0,9.0,1.0,812.0,18.0,1.0,4.0,0.0
05_Antioquia,347_Heliconia,Casa,1564.0,754.0,6.0,9.0,1.0,773.0,18.0,0.0,3.0,0.0
05_Antioquia,347_Heliconia,Apartamento,74.0,45.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
05_Antioquia,347_Heliconia,Tipo cuarto,18.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
05_Antioquia,347_Heliconia,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,347_Heliconia,Otro tipo de vivienda (1),4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
05_Antioquia,353_Hispania,Total,1690.0,1650.0,16.0,1.0,0.0,21.0,0.0,0.0,2.0,0.0
05_Antioquia,353_Hispania,Casa,1234.0,1205.0,8.0,1.0,0.0,18.0,0.0,0.0,2.0,0.0
05_Antioquia,353_Hispania,Apartamento,415.0,408.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,353_Hispania,Tipo cuarto,41.0,37.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,360_Itagüí,Total,82827.0,76545.0,4611.0,158.0,1.0,1206.0,294.0,2.0,10.0,0.0
05_Antioquia,360_Itagüí,Casa,16858.0,15491.0,842.0,67.0,0.0,278.0,175.0,1.0,4.0,0.0
05_Antioquia,360_Itagüí,Apartamento,64487.0,59695.0,3711.0,88.0,1.0,907.0,82.0,0.0,3.0,0.0
05_Antioquia,360_Itagüí,Tipo cuarto,1409.0,1296.0,56.0,3.0,0.0,20.0,33.0,0.0,1.0,0.0
05_Antioquia,360_Itagüí,Vivienda tradicional indígena,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
05_Antioquia,360_Itagüí,Vivienda tradicional étnica,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,360_Itagüí,Otro tipo de vivienda (1),64.0,56.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
05_Antioquia,361_Ituango,Total,5550.0,2043.0,113.0,57.0,2.0,2275.0,940.0,18.0,102.0,0.0
05_Antioquia,361_Ituango,Casa,4916.0,1639.0,77.0,51.0,2.0,2110.0,932.0,16.0,89.0,0.0
05_Antioquia,361_Ituango,Apartamento,565.0,378.0,31.0,4.0,0.0,147.0,3.0,0.0,2.0,0.0
05_Antioquia,361_Ituango,Tipo cuarto,52.0,24.0,1.0,1.0,0.0,17.0,4.0,0.0,5.0,0.0
05_Antioquia,361_Ituango,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,361_Ituango,Otro tipo de vivienda (1),16.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0
05_Antioquia,364_Jardín,Total,4282.0,3041.0,711.0,24.0,2.0,270.0,190.0,36.0,7.0,1.0
05_Antioquia,364_Jardín,Casa,3828.0,2768.0,546.0,23.0,2.0,263.0,185.0,34.0,7.0,0.0
05_Antioquia,364_Jardín,Apartamento,420.0,252.0,162.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
05_Antioquia,364_Jardín,Tipo cuarto,27.0,19.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
05_Antioquia,364_Jardín,Vivienda tradicional indígena,5.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
05_Antioquia,364_Jardín,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,368_Jericó,Total,3797.0,3092.0,47.0,51.0,2.0,541.0,53.0,8.0,3.0,0.0
05_Antioquia,368_Jericó,Casa,2911.0,2352.0,28.0,50.0,2.0,418.0,52.0,7.0,2.0,0.0
05_Antioquia,368_Jericó,Apartamento,799.0,669.0,19.0,1.0,0.0,109.0,1.0,0.0,0.0,0.0
05_Antioquia,368_Jericó,Tipo cuarto,86.0,71.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0
05_Antioquia,368_Jericó,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,376_La Ceja,Total,17471.0,15099.0,1555.0,81.0,2.0,694.0,35.0,1.0,3.0,1.0
05_Antioquia,376_La Ceja,Casa,11670.0,10126.0,865.0,65.0,1.0,587.0,23.0,1.0,2.0,0.0
05_Antioquia,376_La Ceja,Apartamento,5507.0,4762.0,639.0,14.0,0.0,85.0,7.0,0.0,0.0,0.0
05_Antioquia,376_La Ceja,Tipo cuarto,289.0,209.0,50.0,2.0,1.0,22.0,5.0,0.0,0.0,0.0
05_Antioquia,376_La Ceja,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,376_La Ceja,Vivienda tradicional étnica,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,376_La Ceja,Otro tipo de vivienda (1),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,380_La Estrella,Total,21684.0,18720.0,1920.0,129.0,7.0,837.0,67.0,0.0,4.0,0.0
05_Antioquia,380_La Estrella,Casa,8980.0,8216.0,366.0,97.0,7.0,240.0,51.0,0.0,3.0,0.0
05_Antioquia,380_La Estrella,Apartamento,12500.0,10324.0,1544.0,29.0,0.0,592.0,11.0,0.0,0.0,0.0
05_Antioquia,380_La Estrella,Tipo cuarto,194.0,173.0,9.0,3.0,0.0,5.0,3.0,0.0,1.0,0.0
05_Antioquia,380_La Estrella,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,380_La Estrella,Otro tipo de vivienda (1),9.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05_Antioquia,390_La Pintada,Total,2511.0,2155.0,255.0,15.0,29.0,10.0,13.0,25.0,9.0,0.0
05_Antioquia,390_La Pintada,Casa,1816.0,1589.0,167.0,14.0,19.0,6.0,6.0,14.0,1.0,0.0
05_Antioquia,390_La Pintada,Apartamento,485.0,415.0,67.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
05_Antioquia,390_La Pintada,Tipo cuarto,203.0,150.0,20.0,0.0,10.0,3.0,5.0,10.0,5.0,0.0
05_Antioquia,390_La Pintada,Otro tipo de vivienda (1),7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
05_Antioquia,400_La Unión,Total,6133.0,4418.0,1350.0,62.0,1.0,292.0,9.0,1.0,0.0,0.0
05_Antioquia,400_La Unión,Casa,4590.0,3516.0,752.0,42.0,1.0,272.0,6.0,1.0,0.0,0.0
05_Antioquia,400_La Unión,Apartamento,1440.0,835.0,569.0,19.0,0.0,14.0,3.0,0.0,0.0,0.0
05_Antioquia,400_La Unión,Tipo cuarto,100.0,65.0,28.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
05_Antioquia,400_La Unión,Otro tipo de vivienda (1),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,411_Liborina,Total,2544.0,1577.0,69.0,7.0,0.0,882.0,5.0,0.0,4.0,0.0
05_Antioquia,411_Liborina,Casa,2298.0,1385.0,44.0,4.0,0.0,860.0,3.0,0.0,2.0,0.0
05_Antioquia,411_Liborina,Apartamento,215.0,177.0,23.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0
05_Antioquia,411_Liborina,Tipo cuarto,27.0,14.0,1.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0
05_Antioquia,411_Liborina,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,411_Liborina,Otro tipo de vivienda (1),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,425_Maceo,Total,2500.0,1731.0,287.0,14.0,2.0,244.0,211.0,2.0,9.0,0.0
05_Antioquia,425_Maceo,Casa,2082.0,1433.0,200.0,12.0,2.0,233.0,199.0,0.0,3.0,0.0
05_Antioquia,425_Maceo,Apartamento,340.0,248.0,79.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0
05_Antioquia,425_Maceo,Tipo cuarto,72.0,49.0,8.0,0.0,0.0,4.0,6.0,2.0,3.0,0.0
05_Antioquia,425_Maceo,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,425_Maceo,Vivienda tradicional étnica,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,425_Maceo,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05_Antioquia,440_Marinilla,Total,16568.0,12400.0,3433.0,103.0,1.0,593.0,32.0,4.0,2.0,0.0
05_Antioquia,440_Marinilla,Casa,9801.0,7620.0,1546.0,95.0,1.0,513.0,22.0,3.0,1.0,0.0
05_Antioquia,440_Marinilla,Apartamento,6494.0,4622.0,1785.0,7.0,0.0,74.0,6.0,0.0,0.0,0.0
05_Antioquia,440_Marinilla,Tipo cuarto,268.0,157.0,99.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0
05_Antioquia,440_Marinilla,Otro tipo de vivienda (1),5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,467_Montebello,Total,2022.0,1537.0,6.0,3.0,1.0,436.0,20.0,9.0,10.0,0.0
05_Antioquia,467_Montebello,Casa,1805.0,1340.0,4.0,3.0,1.0,427.0,17.0,8.0,5.0,0.0
05_Antioquia,467_Montebello,Apartamento,180.0,170.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0
05_Antioquia,467_Montebello,Tipo cuarto,37.0,27.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0
05_Antioquia,475_Murindó,Total,1127.0,28.0,3.0,4.0,0.0,4.0,820.0,19.0,3.0,246.0
05_Antioquia,475_Murindó,Casa,782.0,23.0,2.0,1.0,0.0,4.0,698.0,6.0,2.0,46.0
05_Antioquia,475_Murindó,Apartamento,27.0,2.0,1.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0
05_Antioquia,475_Murindó,Tipo cuarto,15.0,2.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0
05_Antioquia,475_Murindó,Vivienda tradicional indígena,291.0,1.0,0.0,0.0,0.0,0.0,83.0,11.0,1.0,195.0
05_Antioquia,475_Murindó,Vivienda tradicional étnica,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0
05_Antioquia,475_Murindó,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,480_Mutatá,Total,3626.0,1609.0,80.0,47.0,3.0,13.0,1748.0,46.0,54.0,26.0
05_Antioquia,480_Mutatá,Casa,2863.0,1269.0,58.0,47.0,1.0,3.0,1444.0,8.0,33.0,0.0
05_Antioquia,480_Mutatá,Apartamento,340.0,284.0,16.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
05_Antioquia,480_Mutatá,Tipo cuarto,112.0,52.0,4.0,0.0,1.0,1.0,52.0,0.0,2.0,0.0
