Departamento,Municipio,Areas,"Total, Cabecera, Centro poblado, Rural disperso y tipos de vivienda",Total,"Mármol, parqué, madera pulida o lacada","Baldosa, vinilo, tableta, ladrillo, laminado",Alfombra,"Cemento, gravilla","Madera burda, tabla, tablón, otro vegetal","Tierra, arena, barro"
05_Antioquia,042_Santa Fé De Antioquia,Cabecera,Apartamento,1522.0,21.0,1121.0,0.0,373.0,4.0,3.0
05_Antioquia,042_Santa Fé De Antioquia,Cabecera,Tipo cuarto,184.0,1.0,82.0,1.0,93.0,1.0,6.0
05_Antioquia,042_Santa Fé De Antioquia,Cabecera,Vivienda tradicional étnica,2.0,0.0,1.0,0.0,0.0,0.0,1.0
05_Antioquia,042_Santa Fé De Antioquia,Cabecera,Otro tipo de vivienda (1),9.0,0.0,2.0,2.0,1.0,0.0,4.0
05_Antioquia,042_Santa Fé De Antioquia,Centro poblado,Total,206.0,0.0,29.0,0.0,152.0,4.0,21.0
05_Antioquia,042_Santa Fé De Antioquia,Centro poblado,Casa,186.0,0.0,19.0,0.0,142.0,4.0,21.0
05_Antioquia,042_Santa Fé De Antioquia,Centro poblado,Apartamento,18.0,0.0,9.0,0.0,9.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Centro poblado,Tipo cuarto,2.0,0.0,1.0,0.0,1.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Rural disperso,Total,2165.0,1.0,234.0,0.0,1235.0,52.0,643.0
05_Antioquia,042_Santa Fé De Antioquia,Rural disperso,Casa,2151.0,1.0,229.0,0.0,1231.0,52.0,638.0
05_Antioquia,042_Santa Fé De Antioquia,Rural disperso,Apartamento,4.0,0.0,4.0,0.0,0.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Rural disperso,Tipo cuarto,9.0,0.0,1.0,0.0,3.0,0.0,5.0
05_Antioquia,042_Santa Fé De Antioquia,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,044_Anzá,Total municipal,Total,2096.0,55.0,322.0,2.0,1507.0,31.0,179.0
05_Antioquia,044_Anzá,Total municipal,Casa,1958.0,53.0,249.0,2.0,1453.0,30.0,171.0
05_Antioquia,044_Anzá,Total municipal,Apartamento,76.0,2.0,51.0,0.0,22.0,1.0,0.0
05_Antioquia,044_Anzá,Total municipal,Tipo cuarto,61.0,0.0,21.0,0.0,32.0,0.0,8.0
05_Antioquia,044_Anzá,Total municipal,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,044_Anzá,Cabecera,Total,456.0,23.0,184.0,2.0,246.0,0.0,1.0
05_Antioquia,044_Anzá,Cabecera,Casa,365.0,21.0,121.0,2.0,220.0,0.0,1.0
05_Antioquia,044_Anzá,Cabecera,Apartamento,62.0,2.0,46.0,0.0,14.0,0.0,0.0
05_Antioquia,044_Anzá,Cabecera,Tipo cuarto,29.0,0.0,17.0,0.0,12.0,0.0,0.0
05_Antioquia,044_Anzá,Centro poblado,Total,253.0,24.0,71.0,0.0,149.0,3.0,6.0
05_Antioquia,044_Anzá,Centro poblado,Casa,236.0,24.0,64.0,0.0,140.0,3.0,5.0
05_Antioquia,044_Anzá,Centro poblado,Apartamento,11.0,0.0,3.0,0.0,8.0,0.0,0.0
05_Antioquia,044_Anzá,Centro poblado,Tipo cuarto,6.0,0.0,4.0,0.0,1.0,0.0,1.0
05_Antioquia,044_Anzá,Rural disperso,Total,1387.0,8.0,67.0,0.0,1112.0,28.0,172.0
05_Antioquia,044_Anzá,Rural disperso,Casa,1357.0,8.0,64.0,0.0,1093.0,27.0,165.0
05_Antioquia,044_Anzá,Rural disperso,Apartamento,3.0,0.0,2.0,0.0,0.0,1.0,0.0
05_Antioquia,044_Anzá,Rural disperso,Tipo cuarto,26.0,0.0,0.0,0.0,19.0,0.0,7.0
05_Antioquia,044_Anzá,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Total municipal,Total,34590.0,814.0,14627.0,6.0,16947.0,397.0,1799.0
05_Antioquia,045_Apartadó,Total municipal,Casa,16455.0,291.0,6047.0,2.0,8535.0,256.0,1324.0
05_Antioquia,045_Apartadó,Total municipal,Apartamento,14983.0,500.0,7860.0,4.0,6428.0,31.0,160.0
05_Antioquia,045_Apartadó,Total municipal,Tipo cuarto,3027.0,21.0,691.0,0.0,1972.0,39.0,304.0
05_Antioquia,045_Apartadó,Total municipal,Vivienda tradicional indígena,73.0,0.0,1.0,0.0,6.0,63.0,3.0
05_Antioquia,045_Apartadó,Total municipal,Vivienda tradicional étnica,10.0,0.0,0.0,0.0,4.0,5.0,1.0
05_Antioquia,045_Apartadó,Total municipal,Otro tipo de vivienda (1),42.0,2.0,28.0,0.0,2.0,3.0,7.0
05_Antioquia,045_Apartadó,Cabecera,Total,28287.0,780.0,13674.0,4.0,13200.0,95.0,534.0
05_Antioquia,045_Apartadó,Cabecera,Casa,11944.0,270.0,5529.0,1.0,5811.0,48.0,285.0
05_Antioquia,045_Apartadó,Cabecera,Apartamento,13861.0,491.0,7533.0,3.0,5713.0,19.0,102.0
05_Antioquia,045_Apartadó,Cabecera,Tipo cuarto,2462.0,18.0,608.0,0.0,1670.0,25.0,141.0
05_Antioquia,045_Apartadó,Cabecera,Vivienda tradicional indígena,7.0,0.0,1.0,0.0,2.0,3.0,1.0
05_Antioquia,045_Apartadó,Cabecera,Vivienda tradicional étnica,4.0,0.0,0.0,0.0,3.0,0.0,1.0
05_Antioquia,045_Apartadó,Cabecera,Otro tipo de vivienda (1),9.0,1.0,3.0,0.0,1.0,0.0,4.0
05_Antioquia,045_Apartadó,Centro poblado,Total,3985.0,29.0,648.0,2.0,2793.0,127.0,386.0
05_Antioquia,045_Apartadó,Centro poblado,Casa,2728.0,17.0,404.0,1.0,1935.0,107.0,264.0
05_Antioquia,045_Apartadó,Centro poblado,Apartamento,861.0,8.0,176.0,1.0,629.0,10.0,37.0
05_Antioquia,045_Apartadó,Centro poblado,Tipo cuarto,369.0,3.0,46.0,0.0,228.0,8.0,84.0
05_Antioquia,045_Apartadó,Centro poblado,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,045_Apartadó,Centro poblado,Otro tipo de vivienda (1),26.0,1.0,22.0,0.0,1.0,1.0,1.0
05_Antioquia,045_Apartadó,Rural disperso,Total,2318.0,5.0,305.0,0.0,954.0,175.0,879.0
05_Antioquia,045_Apartadó,Rural disperso,Casa,1783.0,4.0,114.0,0.0,789.0,101.0,775.0
05_Antioquia,045_Apartadó,Rural disperso,Apartamento,261.0,1.0,151.0,0.0,86.0,2.0,21.0
05_Antioquia,045_Apartadó,Rural disperso,Tipo cuarto,196.0,0.0,37.0,0.0,74.0,6.0,79.0
05_Antioquia,045_Apartadó,Rural disperso,Vivienda tradicional indígena,66.0,0.0,0.0,0.0,4.0,60.0,2.0
05_Antioquia,045_Apartadó,Rural disperso,Vivienda tradicional étnica,5.0,0.0,0.0,0.0,1.0,4.0,0.0
05_Antioquia,045_Apartadó,Rural disperso,Otro tipo de vivienda (1),7.0,0.0,3.0,0.0,0.0,2.0,2.0
05_Antioquia,051_Arboletes,Total municipal,Total,7273.0,22.0,873.0,2.0,2172.0,104.0,4100.0
05_Antioquia,051_Arboletes,Total municipal,Casa,6540.0,15.0,590.0,1.0,1816.0,101.0,4017.0
05_Antioquia,051_Arboletes,Total municipal,Apartamento,631.0,7.0,275.0,0.0,319.0,3.0,27.0
05_Antioquia,051_Arboletes,Total municipal,Tipo cuarto,95.0,0.0,8.0,1.0,35.0,0.0,51.0
05_Antioquia,051_Arboletes,Total municipal,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0
05_Antioquia,051_Arboletes,Total municipal,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,2.0,0.0,1.0
05_Antioquia,051_Arboletes,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
05_Antioquia,051_Arboletes,Cabecera,Total,2818.0,20.0,808.0,2.0,1510.0,24.0,454.0
05_Antioquia,051_Arboletes,Cabecera,Casa,2159.0,13.0,532.0,1.0,1175.0,21.0,417.0
05_Antioquia,051_Arboletes,Cabecera,Apartamento,613.0,7.0,269.0,0.0,308.0,3.0,26.0
05_Antioquia,051_Arboletes,Cabecera,Tipo cuarto,45.0,0.0,7.0,1.0,27.0,0.0,10.0
05_Antioquia,051_Arboletes,Cabecera,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,051_Arboletes,Centro poblado,Total,727.0,0.0,16.0,0.0,230.0,4.0,477.0
05_Antioquia,051_Arboletes,Centro poblado,Casa,706.0,0.0,15.0,0.0,218.0,4.0,469.0
05_Antioquia,051_Arboletes,Centro poblado,Apartamento,6.0,0.0,1.0,0.0,5.0,0.0,0.0
05_Antioquia,051_Arboletes,Centro poblado,Tipo cuarto,14.0,0.0,0.0,0.0,7.0,0.0,7.0
05_Antioquia,051_Arboletes,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,051_Arboletes,Rural disperso,Total,3728.0,2.0,49.0,0.0,432.0,76.0,3169.0
05_Antioquia,051_Arboletes,Rural disperso,Casa,3675.0,2.0,43.0,0.0,423.0,76.0,3131.0
05_Antioquia,051_Arboletes,Rural disperso,Apartamento,12.0,0.0,5.0,0.0,6.0,0.0,1.0
05_Antioquia,051_Arboletes,Rural disperso,Tipo cuarto,36.0,0.0,1.0,0.0,1.0,0.0,34.0
05_Antioquia,051_Arboletes,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,051_Arboletes,Rural disperso,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,2.0,0.0,1.0
05_Antioquia,051_Arboletes,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,055_Argelia,Total municipal,Total,2245.0,21.0,714.0,1.0,1275.0,174.0,60.0
05_Antioquia,055_Argelia,Total municipal,Casa,2015.0,16.0,577.0,0.0,1201.0,171.0,50.0
05_Antioquia,055_Argelia,Total municipal,Apartamento,201.0,5.0,132.0,1.0,59.0,3.0,1.0
05_Antioquia,055_Argelia,Total municipal,Tipo cuarto,26.0,0.0,5.0,0.0,15.0,0.0,6.0
05_Antioquia,055_Argelia,Total municipal,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0
05_Antioquia,055_Argelia,Total municipal,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,055_Argelia,Cabecera,Total,1110.0,16.0,576.0,1.0,450.0,64.0,3.0
05_Antioquia,055_Argelia,Cabecera,Casa,906.0,11.0,442.0,0.0,388.0,63.0,2.0
05_Antioquia,055_Argelia,Cabecera,Apartamento,191.0,5.0,130.0,1.0,54.0,1.0,0.0
05_Antioquia,055_Argelia,Cabecera,Tipo cuarto,13.0,0.0,4.0,0.0,8.0,0.0,1.0
05_Antioquia,055_Argelia,Rural disperso,Total,1135.0,5.0,138.0,0.0,825.0,110.0,57.0
05_Antioquia,055_Argelia,Rural disperso,Casa,1109.0,5.0,135.0,0.0,813.0,108.0,48.0
05_Antioquia,055_Argelia,Rural disperso,Apartamento,10.0,0.0,2.0,0.0,5.0,2.0,1.0
05_Antioquia,055_Argelia,Rural disperso,Tipo cuarto,13.0,0.0,1.0,0.0,7.0,0.0,5.0
05_Antioquia,055_Argelia,Rural disperso,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0
05_Antioquia,055_Argelia,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,059_Armenia,Total municipal,Total,1373.0,16.0,383.0,1.0,963.0,1.0,9.0
05_Antioquia,059_Armenia,Total municipal,Casa,1247.0,12.0,299.0,0.0,926.0,1.0,9.0
05_Antioquia,059_Armenia,Total municipal,Apartamento,96.0,4.0,76.0,0.0,16.0,0.0,0.0
05_Antioquia,059_Armenia,Total municipal,Tipo cuarto,30.0,0.0,8.0,1.0,21.0,0.0,0.0
05_Antioquia,059_Armenia,Cabecera,Total,512.0,15.0,315.0,1.0,178.0,1.0,2.0
05_Antioquia,059_Armenia,Cabecera,Casa,404.0,11.0,232.0,0.0,158.0,1.0,2.0
05_Antioquia,059_Armenia,Cabecera,Apartamento,91.0,4.0,75.0,0.0,12.0,0.0,0.0
05_Antioquia,059_Armenia,Cabecera,Tipo cuarto,17.0,0.0,8.0,1.0,8.0,0.0,0.0
05_Antioquia,059_Armenia,Centro poblado,Total,75.0,0.0,15.0,0.0,60.0,0.0,0.0
05_Antioquia,059_Armenia,Centro poblado,Casa,74.0,0.0,14.0,0.0,60.0,0.0,0.0
05_Antioquia,059_Armenia,Centro poblado,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Rural disperso,Total,786.0,1.0,53.0,0.0,725.0,0.0,7.0
05_Antioquia,059_Armenia,Rural disperso,Casa,769.0,1.0,53.0,0.0,708.0,0.0,7.0
05_Antioquia,059_Armenia,Rural disperso,Apartamento,4.0,0.0,0.0,0.0,4.0,0.0,0.0
05_Antioquia,059_Armenia,Rural disperso,Tipo cuarto,13.0,0.0,0.0,0.0,13.0,0.0,0.0
05_Antioquia,079_Barbosa,Total municipal,Total,15915.0,277.0,9197.0,16.0,6133.0,90.0,202.0
05_Antioquia,079_Barbosa,Total municipal,Casa,10523.0,203.0,4660.0,15.0,5394.0,73.0,178.0
05_Antioquia,079_Barbosa,Total municipal,Apartamento,5131.0,73.0,4414.0,1.0,623.0,15.0,5.0
05_Antioquia,079_Barbosa,Total municipal,Tipo cuarto,253.0,1.0,121.0,0.0,114.0,2.0,15.0
05_Antioquia,079_Barbosa,Total municipal,Vivienda tradicional indígena,2.0,0.0,1.0,0.0,1.0,0.0,0.0
05_Antioquia,079_Barbosa,Total municipal,Otro tipo de vivienda (1),6.0,0.0,1.0,0.0,1.0,0.0,4.0
05_Antioquia,079_Barbosa,Cabecera,Total,7204.0,169.0,5972.0,4.0,1032.0,6.0,21.0
05_Antioquia,079_Barbosa,Cabecera,Casa,2507.0,99.0,1814.0,3.0,569.0,4.0,18.0
05_Antioquia,079_Barbosa,Cabecera,Apartamento,4579.0,69.0,4079.0,1.0,428.0,2.0,0.0
05_Antioquia,079_Barbosa,Cabecera,Tipo cuarto,115.0,1.0,77.0,0.0,35.0,0.0,2.0
05_Antioquia,079_Barbosa,Cabecera,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Cabecera,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,0.0,0.0,1.0
05_Antioquia,079_Barbosa,Centro poblado,Total,1906.0,13.0,1038.0,2.0,792.0,30.0,31.0
05_Antioquia,079_Barbosa,Centro poblado,Casa,1442.0,12.0,776.0,2.0,616.0,18.0,18.0
05_Antioquia,079_Barbosa,Centro poblado,Apartamento,409.0,1.0,248.0,0.0,145.0,11.0,4.0
05_Antioquia,079_Barbosa,Centro poblado,Tipo cuarto,54.0,0.0,14.0,0.0,31.0,1.0,8.0
05_Antioquia,079_Barbosa,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,079_Barbosa,Rural disperso,Total,6805.0,95.0,2187.0,10.0,4309.0,54.0,150.0
05_Antioquia,079_Barbosa,Rural disperso,Casa,6574.0,92.0,2070.0,10.0,4209.0,51.0,142.0
05_Antioquia,079_Barbosa,Rural disperso,Apartamento,143.0,3.0,87.0,0.0,50.0,2.0,1.0
05_Antioquia,079_Barbosa,Rural disperso,Tipo cuarto,84.0,0.0,30.0,0.0,48.0,1.0,5.0
05_Antioquia,079_Barbosa,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,079_Barbosa,Rural disperso,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,1.0,0.0,2.0
05_Antioquia,086_Belmira,Total municipal,Total,1542.0,11.0,481.0,0.0,988.0,33.0,29.0
05_Antioquia,086_Belmira,Total municipal,Casa,1444.0,11.0,427.0,0.0,948.0,29.0,29.0
05_Antioquia,086_Belmira,Total municipal,Apartamento,80.0,0.0,47.0,0.0,31.0,2.0,0.0
05_Antioquia,086_Belmira,Total municipal,Tipo cuarto,18.0,0.0,7.0,0.0,9.0,2.0,0.0
05_Antioquia,086_Belmira,Cabecera,Total,497.0,11.0,307.0,0.0,174.0,5.0,0.0
05_Antioquia,086_Belmira,Cabecera,Casa,427.0,11.0,255.0,0.0,159.0,2.0,0.0
05_Antioquia,086_Belmira,Cabecera,Apartamento,59.0,0.0,47.0,0.0,10.0,2.0,0.0
05_Antioquia,086_Belmira,Cabecera,Tipo cuarto,11.0,0.0,5.0,0.0,5.0,1.0,0.0
05_Antioquia,086_Belmira,Centro poblado,Total,89.0,0.0,36.0,0.0,51.0,2.0,0.0
05_Antioquia,086_Belmira,Centro poblado,Casa,85.0,0.0,35.0,0.0,48.0,2.0,0.0
05_Antioquia,086_Belmira,Centro poblado,Apartamento,2.0,0.0,0.0,0.0,2.0,0.0,0.0
05_Antioquia,086_Belmira,Centro poblado,Tipo cuarto,2.0,0.0,1.0,0.0,1.0,0.0,0.0
05_Antioquia,086_Belmira,Rural disperso,Total,956.0,0.0,138.0,0.0,763.0,26.0,29.0
05_Antioquia,086_Belmira,Rural disperso,Casa,932.0,0.0,137.0,0.0,741.0,25.0,29.0
05_Antioquia,086_Belmira,Rural disperso,Apartamento,19.0,0.0,0.0,0.0,19.0,0.0,0.0
05_Antioquia,086_Belmira,Rural disperso,Tipo cuarto,5.0,0.0,1.0,0.0,3.0,1.0,0.0
05_Antioquia,088_Bello,Total municipal,Total,155029.0,8051.0,116764.0,71.0,27393.0,1662.0,1088.0
05_Antioquia,088_Bello,Total municipal,Casa,46407.0,2648.0,30819.0,26.0,10954.0,1117.0,843.0
05_Antioquia,088_Bello,Total municipal,Apartamento,105487.0,5340.0,84242.0,41.0,15282.0,436.0,146.0
05_Antioquia,088_Bello,Total municipal,Tipo cuarto,3040.0,59.0,1675.0,3.0,1141.0,93.0,69.0
05_Antioquia,088_Bello,Total municipal,Vivienda tradicional indígena,7.0,0.0,0.0,1.0,3.0,2.0,1.0
05_Antioquia,088_Bello,Total municipal,Vivienda tradicional étnica,14.0,0.0,5.0,0.0,3.0,3.0,3.0
05_Antioquia,088_Bello,Total municipal,Otro tipo de vivienda (1),74.0,4.0,23.0,0.0,10.0,11.0,26.0
05_Antioquia,088_Bello,Cabecera,Total,148141.0,7787.0,114771.0,65.0,23722.0,1049.0,747.0
05_Antioquia,088_Bello,Cabecera,Casa,40813.0,2399.0,29292.0,20.0,7962.0,587.0,553.0
05_Antioquia,088_Bello,Cabecera,Apartamento,104365.0,5326.0,83808.0,41.0,14695.0,384.0,111.0
05_Antioquia,088_Bello,Cabecera,Tipo cuarto,2880.0,58.0,1649.0,3.0,1052.0,63.0,55.0
05_Antioquia,088_Bello,Cabecera,Vivienda tradicional indígena,7.0,0.0,0.0,1.0,3.0,2.0,1.0
05_Antioquia,088_Bello,Cabecera,Vivienda tradicional étnica,13.0,0.0,5.0,0.0,2.0,3.0,3.0
05_Antioquia,088_Bello,Cabecera,Otro tipo de vivienda (1),63.0,4.0,17.0,0.0,8.0,10.0,24.0
05_Antioquia,088_Bello,Centro poblado,Total,3996.0,151.0,859.0,1.0,2249.0,444.0,292.0
05_Antioquia,088_Bello,Centro poblado,Casa,3100.0,144.0,566.0,1.0,1757.0,382.0,250.0
05_Antioquia,088_Bello,Centro poblado,Apartamento,844.0,7.0,285.0,0.0,472.0,47.0,33.0
05_Antioquia,088_Bello,Centro poblado,Tipo cuarto,49.0,0.0,8.0,0.0,19.0,14.0,8.0
05_Antioquia,088_Bello,Centro poblado,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,1.0,1.0,1.0
05_Antioquia,088_Bello,Rural disperso,Total,2892.0,113.0,1134.0,5.0,1422.0,169.0,49.0
05_Antioquia,088_Bello,Rural disperso,Casa,2494.0,105.0,961.0,5.0,1235.0,148.0,40.0
05_Antioquia,088_Bello,Rural disperso,Apartamento,278.0,7.0,149.0,0.0,115.0,5.0,2.0
05_Antioquia,088_Bello,Rural disperso,Tipo cuarto,111.0,1.0,18.0,0.0,70.0,16.0,6.0
05_Antioquia,088_Bello,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,088_Bello,Rural disperso,Otro tipo de vivienda (1),8.0,0.0,6.0,0.0,1.0,0.0,1.0
05_Antioquia,091_Betania,Total municipal,Total,2593.0,9.0,851.0,0.0,1654.0,55.0,24.0
05_Antioquia,091_Betania,Total municipal,Casa,2082.0,8.0,564.0,0.0,1448.0,41.0,21.0
05_Antioquia,091_Betania,Total municipal,Apartamento,459.0,1.0,280.0,0.0,165.0,13.0,0.0
05_Antioquia,091_Betania,Total municipal,Tipo cuarto,51.0,0.0,7.0,0.0,41.0,1.0,2.0
05_Antioquia,091_Betania,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,091_Betania,Cabecera,Total,1128.0,9.0,691.0,0.0,402.0,25.0,1.0
05_Antioquia,091_Betania,Cabecera,Casa,660.0,8.0,407.0,0.0,230.0,14.0,1.0
05_Antioquia,091_Betania,Cabecera,Apartamento,440.0,1.0,278.0,0.0,150.0,11.0,0.0
05_Antioquia,091_Betania,Cabecera,Tipo cuarto,28.0,0.0,6.0,0.0,22.0,0.0,0.0
05_Antioquia,091_Betania,Centro poblado,Total,26.0,0.0,0.0,0.0,26.0,0.0,0.0
05_Antioquia,091_Betania,Centro poblado,Casa,26.0,0.0,0.0,0.0,26.0,0.0,0.0
05_Antioquia,091_Betania,Rural disperso,Total,1439.0,0.0,160.0,0.0,1226.0,30.0,23.0
05_Antioquia,091_Betania,Rural disperso,Casa,1396.0,0.0,157.0,0.0,1192.0,27.0,20.0
05_Antioquia,091_Betania,Rural disperso,Apartamento,19.0,0.0,2.0,0.0,15.0,2.0,0.0
05_Antioquia,091_Betania,Rural disperso,Tipo cuarto,23.0,0.0,1.0,0.0,19.0,1.0,2.0
05_Antioquia,091_Betania,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,093_Betulia,Total municipal,Total,4709.0,23.0,1176.0,3.0,3221.0,47.0,239.0
05_Antioquia,093_Betulia,Total municipal,Casa,3939.0,19.0,730.0,3.0,2920.0,38.0,229.0
05_Antioquia,093_Betulia,Total municipal,Apartamento,680.0,2.0,412.0,0.0,259.0,6.0,1.0
05_Antioquia,093_Betulia,Total municipal,Tipo cuarto,86.0,2.0,31.0,0.0,42.0,2.0,9.0
05_Antioquia,093_Betulia,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,093_Betulia,Total municipal,Otro tipo de vivienda (1),3.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Cabecera,Total,1414.0,13.0,759.0,1.0,623.0,10.0,8.0
05_Antioquia,093_Betulia,Cabecera,Casa,812.0,10.0,363.0,1.0,423.0,9.0,6.0
05_Antioquia,093_Betulia,Cabecera,Apartamento,562.0,2.0,370.0,0.0,188.0,1.0,1.0
05_Antioquia,093_Betulia,Cabecera,Tipo cuarto,40.0,1.0,26.0,0.0,12.0,0.0,1.0
05_Antioquia,093_Betulia,Centro poblado,Total,354.0,1.0,148.0,0.0,194.0,4.0,7.0
05_Antioquia,093_Betulia,Centro poblado,Casa,269.0,1.0,107.0,0.0,154.0,1.0,6.0
05_Antioquia,093_Betulia,Centro poblado,Apartamento,73.0,0.0,36.0,0.0,35.0,2.0,0.0
05_Antioquia,093_Betulia,Centro poblado,Tipo cuarto,8.0,0.0,2.0,0.0,5.0,0.0,1.0
05_Antioquia,093_Betulia,Centro poblado,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,093_Betulia,Centro poblado,Otro tipo de vivienda (1),3.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Rural disperso,Total,2941.0,9.0,269.0,2.0,2404.0,33.0,224.0
05_Antioquia,093_Betulia,Rural disperso,Casa,2858.0,8.0,260.0,2.0,2343.0,28.0,217.0
05_Antioquia,093_Betulia,Rural disperso,Apartamento,45.0,0.0,6.0,0.0,36.0,3.0,0.0
05_Antioquia,093_Betulia,Rural disperso,Tipo cuarto,38.0,1.0,3.0,0.0,25.0,2.0,7.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,Total,7335.0,51.0,4568.0,5.0,2549.0,77.0,85.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,Casa,4475.0,24.0,2463.0,1.0,1865.0,47.0,75.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,Apartamento,2677.0,27.0,2025.0,4.0,598.0,20.0,3.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,Tipo cuarto,170.0,0.0,78.0,0.0,83.0,6.0,3.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,Vivienda tradicional indígena,8.0,0.0,1.0,0.0,2.0,3.0,2.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,Otro tipo de vivienda (1),4.0,0.0,1.0,0.0,1.0,1.0,1.0
05_Antioquia,101_Ciudad Bolívar,Cabecera,Total,4874.0,44.0,3705.0,5.0,1069.0,40.0,11.0
05_Antioquia,101_Ciudad Bolívar,Cabecera,Casa,2203.0,17.0,1672.0,1.0,485.0,22.0,6.0
05_Antioquia,101_Ciudad Bolívar,Cabecera,Apartamento,2527.0,27.0,1961.0,4.0,519.0,14.0,2.0
05_Antioquia,101_Ciudad Bolívar,Cabecera,Tipo cuarto,141.0,0.0,70.0,0.0,65.0,4.0,2.0
05_Antioquia,101_Ciudad Bolívar,Cabecera,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Cabecera,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,0.0,0.0,1.0
05_Antioquia,101_Ciudad Bolívar,Centro poblado,Total,469.0,0.0,172.0,0.0,293.0,1.0,3.0
05_Antioquia,101_Ciudad Bolívar,Centro poblado,Casa,373.0,0.0,130.0,0.0,240.0,0.0,3.0
05_Antioquia,101_Ciudad Bolívar,Centro poblado,Apartamento,85.0,0.0,40.0,0.0,45.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Centro poblado,Tipo cuarto,10.0,0.0,2.0,0.0,8.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,101_Ciudad Bolívar,Rural disperso,Total,1992.0,7.0,691.0,0.0,1187.0,36.0,71.0
05_Antioquia,101_Ciudad Bolívar,Rural disperso,Casa,1899.0,7.0,661.0,0.0,1140.0,25.0,66.0
05_Antioquia,101_Ciudad Bolívar,Rural disperso,Apartamento,65.0,0.0,24.0,0.0,34.0,6.0,1.0
05_Antioquia,101_Ciudad Bolívar,Rural disperso,Tipo cuarto,19.0,0.0,6.0,0.0,10.0,2.0,1.0
